_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,OBJECTID,FTH_PRIORITY,FTH_ORGANIZATION,FTH_FAITH,FTH_DENOMINATION,FTH_GROUPING,FTH_PHONE,FTH_EXTENSION,FTH_FAX,FTH_CELL,FTH_HOME,FTH_SALUTATION,FTH_FIRST_NAME,FTH_LAST_NAME,FTH_POSITION,FTH_EMAIL,FTH_CONTACT,FTH_WEBSITE,FTH_FORUM,WARD_NAME,WARD_NUMBER,COMM_COUNCIL_NAME,COMM_COUNCIL_CODE,NEIGHBOURHOOD_NAME,geometry
398,548155,33,Overland Dr,33 Overland Dr,M3C2C3,NORTH YORK,Toronto,Church Of The Ascencion,109001,443296,33,,,,6354,,,,,390,,Anglican Church Of Can,Christian,,,,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Banbury-Don Mills (42),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.34745851314621, 43.7320689264007]]}"
399,568402,235,The Donway E,235 The Donway E,M3B2Y8,NORTH YORK,Toronto,Baptist Church,109001,442270,235,,,,6881,,,,,391,,Donway Baptist Church,Christian,,,4164470731,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Banbury-Don Mills (42),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3423479821681, 43.7406913210981]]}"
400,9694466,190,Railside Rd,190 Railside Rd,M3A1A3,NORTH YORK,Toronto,,115001,9694462,190,,,,6491,,,,,392,12,Toronto Celebration Church,Christian,,Evangelical,(416) 497-4940,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3241269481491, 43.7393690025002]]}"
401,9694465,150,Railside Rd,150 Railside Rd,M3A1A3,NORTH YORK,Toronto,,115001,9694462,150,,,,6491,,,,,393,12,The Salvation Army Korean Co,Christian,,Evangelical,(416) 285-4735,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3260215576079, 43.7375647450577]]}"
402,496694,22,Carnforth Rd,22 Carnforth Rd,M4A2K7,NORTH YORK,Toronto,,113001,442615,22,,,,5126,,,,,394,12,East Toronto Chinese Baptist,Christian,,Mainstream,(416) 615-2204,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3155760832571, 43.7405973424476]]}"
403,11631546,1315,Lawrence Ave E,1315 Lawrence Ave E,M3A3R3,NORTH YORK,Toronto,,115001,11631544,1315,,,,3828,,,,,395,12,Buddhist Dharmalaskana Socie,Buddhist,Chinese,Mahayana,4164431835,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3229558243589, 43.7402250375753]]}"
404,9950383,2800,Don Mills Rd E,2800 Don Mills Rd E,,NORTH YORK,Toronto,Grace Chinese Church,109001,9950381,2800,,,,5398,,,,,396,,Advent Lutheran Churh,Christian,,,4164931435,,,,,,,,,,,,,Don Valley North (17),17,NORTH YORK COMMUNITY COUNCIL,NO,Don Valley Village (47),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3494408849906, 43.780210221402406]]}"
405,536638,21,Leith Hill Rd,21 Leith Hill Rd,M2J1Y9,NORTH YORK,Toronto,St Timothys Church,109001,438084,21,,,,6042,,,,,397,,St Timothy'S Catholic Church,Catholic,,,4164946526,,,,,,,,,,,,,Don Valley North (17),17,NORTH YORK COMMUNITY COUNCIL,NO,Don Valley Village (47),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.350488642705, 43.7762175130411]]}"
406,10179960,2755,Victoria Park Ave,2755 Victoria Park Ave,M1T1A5,SCARBOROUGH,Toronto,Armeniam Brotherhood Bible,109001,10179959,2755,,,,370,,,,,398,6,Armenian Brotherhood Bible Church,Christian,,Other,(416) 492-3300,,,,,,,,,,,,left message,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,L'Amoureaux (117),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3243938244969, 43.7797657939851]]}"
407,3093190,2,Nobert Rd,2 Nobert Rd,M1T1C1,SCARBOROUGH,Toronto,St. Johns United Church,109001,3093170,2,,,,8589,,,,,399,3,St. John's United Church,Christian,United Church,Mainstream,(416) 491-1224,,(416) 491-1761,,,Ms.,Margaret,Collard,Administrator,margaret@stjohns-uc.com,Local,,emailed,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,Tam O'Shanter-Sullivan (118),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3195517075784, 43.7716464142963]]}"
408,3093190,2,Nobert Rd,2 Nobert Rd,M1T1C1,SCARBOROUGH,Toronto,St. Johns United Church,109001,3093170,2,,,,8589,,,,,400,3,St. John's United Church,Christian,United Church,Mainstream,(416) 491-1224,,(416) 491-1761,,,Rev.,Paul,Hutchison,Minister,paul@stjohns-uc.com,Local,,emailed,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,Tam O'Shanter-Sullivan (118),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3195517075784, 43.7716464142963]]}"
409,3800965,2333-2347,Victoria Park Ave,2333-2347 Victoria Park Ave,M1R1W6,SCARBOROUGH,Toronto,Church of St. Andrew,109001,3800927,2333,,2347,,370,,,,,401,6,Church of St. Andrew,Christian,Anglican,Mainstream,(416) 447-1481,,(416) 447-1580,(416) 499-1957,,Canon,William,Kibblewhite,Rector,standrewscarb@ca.inter.net,Local,,confirmed,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3179745813026, 43.765305143712]]}"
410,3800965,2333-2347,Victoria Park Ave,2333-2347 Victoria Park Ave,M1R1W6,SCARBOROUGH,Toronto,Church of St. Andrew,109001,3800927,2333,,2347,,370,,,,,402,6,Church of St. Andrew,Christian,Anglican,Mainstream,(416) 447-1481,,(416) 447-1580,,,Ms.,Susan,Marshall,Youth Leader,,Local,,confirmed,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3179745813026, 43.765305143712]]}"
411,3800965,2333-2347,Victoria Park Ave,2333-2347 Victoria Park Ave,M1R1W6,SCARBOROUGH,Toronto,Church of St. Andrew,109001,3800927,2333,,2347,,370,,,,,403,6,Church of St. Andrew,Christian,Anglican,Mainstream,(416) 447-1481,,(416) 447-1580,(416) 223-7529,,Rev.,Catherine,Barley,Assistant Curate,catherine.barley@ca.inter.net,Local,,emailed,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3179745813026, 43.765305143712]]}"
412,3800965,2333-2347,Victoria Park Ave,2333-2347 Victoria Park Ave,M1R1W6,SCARBOROUGH,Toronto,Church of St. Andrew,109001,3800927,2333,,2347,,370,,,,,404,,Church Of St Andrew,Christian,,,4164471481,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3179745813026, 43.765305143712]]}"
413,502127,3,Combermere Dr,3 Combermere Dr,M3A2W4,NORTH YORK,Toronto,,109001,440358,3,,,,5256,,,,,405,,Annunciation Roman Catholic,Christian,,,,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Parkwoods-Donalda (45),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3152419858294, 43.7555554549691]]}"
414,6541649,701,Ellesmere Rd,701 Ellesmere Rd,M1P2W1,SCARBOROUGH,Toronto,Kingdom Hall Of Jehovahs,109001,6535415,701,,,,7835,,,,,406,10,Kingdom Hall Of Jehovah'S Wi,Christian,Jehovah's Witness,Evangelical,,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2889863405988, 43.76360222614271]]}"
415,327309,2,Delbert Dr,2 Delbert Dr,M1P1X1,SCARBOROUGH,Toronto,Dayspring Christian Fellowship,109001,108841,2,,,,7739,,,,,407,10,Pentecostal Missionary Churc,Christian,Pentecostal,Evangelical,(416) 752-7520,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2861088841354, 43.7638779753832]]}"
416,331433,764,Ellesmere Rd,764 Ellesmere Rd,M1P2W4,SCARBOROUGH,Toronto,,109001,14663886,764,,,,7835,,,,,408,10,Members In Christ Assemblies,Christian,Pentecostal,Evangelical,(905) 831-6422,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2870087379023, 43.7649273299478]]}"
417,396107,1645,Warden Ave,1645 Warden Ave,M1R5B3,SCARBOROUGH,Toronto,,104008,108523,1645,,,,9187,,,,,409,,Chinese Methodist Church,Christian,,,,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3023444020525, 43.767688158225]]}"
418,385378,3410,Sheppard Ave E,3410 Sheppard Ave E,M1T3K4,SCARBOROUGH,Toronto,,104008,14666641,3410,,,,6698,,,,,410,6,Forshang Buddism,Buddhist,Chinese,Mahayana,(416) 321-6630,,,,,,,,,,,,,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,Tam O'Shanter-Sullivan (118),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3070169695253, 43.7792980319803]]}"
419,3121420,480,Huntingwood Dr,480 Huntingwood Dr,M1W1G4,SCARBOROUGH,Toronto,,109001,3121419,480,,,,8150,,,,,411,6,New Life Christian Church,Christian,Pentecostal,Evangelical,(416) 497-5437,,(416) 497-1516,(416) 576-8879,,Rev.,Wayne,Wright,Minister,pastor@celebratenewlife.com,Local,celebratenewlife.ca,emailed/confirmed,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,L'Amoureaux (117),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3145564365825, 43.7850155960163]]}"
420,396128,2385,Warden Ave,2385 Warden Ave,M1W 2L6,SCARBOROUGH,Toronto,Free Methodist Church,109001,30021445,2385,,,,9187,,,,,412,6,Wesley Chapel Free Methodist Church,Christian,Free Methodist,Other,(416) 497-7122,,(647) 885-2187,(416) 490-9776,,Mr.,Ira,Carty,Associate Pastor,icarty@hotmail.com,Local,,emailed,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,L'Amoureaux (117),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.310456021139, 43.7859828383642]]}"
421,396128,2385,Warden Ave,2385 Warden Ave,M1W 2L6,SCARBOROUGH,Toronto,Free Methodist Church,109001,30021445,2385,,,,9187,,,,,413,6,Wesley Chapel Free Methodist Church,Christian,Free Methodist,Other,(416) 497-7122,,,,,Rev.,Victor,Stonehouse,Minister,,Local,,,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,L'Amoureaux (117),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.310456021139, 43.7859828383642]]}"
422,7204472,2240-2250,Midland Ave,2240-2250 Midland Ave,M1P4R8,SCARBOROUGH,Toronto,,113001,7204470,2240,,2250,,8496,,,,,414,10,Apostolic Deliverance,Christian,Apostolic,Evangelical,,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2746275140064, 43.7760547292069]]}"
423,7204472,2240-2250,Midland Ave,2240-2250 Midland Ave,M1P4R8,SCARBOROUGH,Toronto,,113001,7204470,2240,,2250,,8496,,,,,415,10,Friends Of Jesus Christ,Christian,Pentecostal,Evangelical,,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2746275140064, 43.7760547292069]]}"
424,5171254,4125,Sheppard Ave E,4125 Sheppard Ave E,M1S1T1,SCARBOROUGH,Toronto,St. Timothy Anglican Church,109001,5171251,4125,,,,6698,,,,,416,3,St. Timothy's Anglican Church,Christian,Anglican,Mainstream,(416) 293-5711,22,(416) 293-5715,,,Rev.,Beth,Benson,Minister,revbbenson@aol.com,Local,www.sttimothy.ca,emailed,Scarborough-Agincourt (22),22,SCARBOROUGH COMMUNITY COUNCIL,EA,Agincourt South-Malvern West (128),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2821050115684, 43.7841489794855]]}"
425,5479012,2569,Midland Ave,2569 Midland Ave,M1S1R3,SCARBOROUGH,Toronto,Knox United Church,109001,5479011,2569,,,,8496,,,,,417,3,Knox United Church,Christian,United Church,Mainstream,(416) 293-4424,11,(416) 293-6128,(905) 759-9083,,Rev.,Bruce,Ervin,"Chair, Pastoral Relations Committ",chisox@bellnet.ca,Regional,knoxunited-agincourt.on.ca,emailed,Scarborough North (23),23,SCARBOROUGH COMMUNITY COUNCIL,EA,Agincourt South-Malvern West (128),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2784801588964, 43.7860617486311]]}"
426,5479012,2569,Midland Ave,2569 Midland Ave,M1S1R3,SCARBOROUGH,Toronto,Knox United Church,109001,5479011,2569,,,,8496,,,,,418,3,Knox United Church,Christian,United Church,Mainstream,(416) 293-4424,,(416) 293-6128,(416) 261-7617,,Ms.,Marg,Walker,"Chair, Toronto Scarboro Presbyter",margw@primus.ca,Regional,www.knoxunited-agincourt.on.ca,emailed/confirmed,Scarborough North (23),23,SCARBOROUGH COMMUNITY COUNCIL,EA,Agincourt South-Malvern West (128),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2784801588964, 43.7860617486311]]}"
427,3633179,25,Channel Nine Crt,25 Channel Nine Crt,M1S4B5,SCARBOROUGH,Toronto,Grace Christian Reformed,109001,3633174,25,,,,7555,,,,,419,3,Grace Christian Reformed Church,Christian,Christian Reformed,Evangelical,(416) 293-0373,,(416) 293-1579,(416) 483-8076,,Rev.,Bart,Velthuizen,Minister,gracepastor@planeteer.com,Local,www.gracecrc.com,emailed/confirmed 3,Scarborough North (23),23,SCARBOROUGH COMMUNITY COUNCIL,EA,Agincourt South-Malvern West (128),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2566582433981, 43.7842381772322]]}"
428,14190760,11-31,Progress Ave,11-31 Progress Ave,M1P4S6,SCARBOROUGH,Toronto,,115001,9638338,11,,31,,8740,,,,,420,10,Progress Church Of God,Christian,Pentecostal,Evangelical,(416) 229-7930,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2800697071738, 43.7696774923665]]}"
429,5070423,1428,Kennedy Rd,1428 Kennedy Rd,M1P2L7,SCARBOROUGH,Toronto,Dorset Park Baptist Church,109001,5066262,1428,,,,8224,,,,,421,10,Dorset Park Baptist Church,Christian,Baptist,Mainstream,(416) 752-4100,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2813235171537, 43.764517418873]]}"
430,363491,1860,Midland Ave,1860 Midland Ave,M1P5E1,SCARBOROUGH,Toronto,,113001,108915,1860,,,,8496,,,,,422,10,Harvest Time Revival,Christian,Pentecostal,Evangelical,,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2717559839201, 43.7645735581475]]}"
431,2820830,1570,Midland Ave,1570 Midland Ave,M1P3C3,SCARBOROUGH,Toronto,,113001,2820380,1570,,,,8496,,,,,423,10,Bethel Church Of God,Christian,Pentecostal,Evangelical,(416) 759-1794,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2669362879766, 43.7557275490753]]}"
432,312473,614,Brimley Rd,614 Brimley Rd,M1J1B8,SCARBOROUGH,Toronto,Trustees Of Ferndale,109001,110560,614,,,,7435,,,,,424,,Ferndale Baptist Church,Christian,,,4162670805,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Bendale (127),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2511422307474, 43.7423619335063]]}"
433,4605080,2210,Lawrence Ave E,2210 Lawrence Ave E,M1P2P9,SCARBOROUGH,Toronto,St Lawrence The Martyr,109001,4605094,2210,,,,3828,,,,,425,10,St Lawrence The Martyr,Christian,,Mainstream,(416) 759-9359,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2806052017942, 43.7489366292836]]}"
434,354384,2500,Lawrence Ave E,2500 Lawrence Ave E,M1P2R7,SCARBOROUGH,Toronto,,113001,109937,2500,,,,3828,,,,,426,10,Jesus Ministries Int'L,Christian,Pentecostal,Evangelical,(416) 755-0456,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2678542398735, 43.7521217835323]]}"
435,9909962,37,Kecala Rd,37 Kecala Rd,M1P1K7,SCARBOROUGH,Toronto,St Giles Anglican Church,109001,9909946,37,,,,8207,,,,,427,10,St Giles Anglican Church,Christian,Anglican,Mainstream,(416) 755-5316,,(416) 755-5316,(416) 759-1743,,Rev.,Helen,Bradley,Minister,stgilesscar@aol.com,Local,www.saintgiles.ca,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Dorset Park (126),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2796995523064, 43.7541331153733]]}"
436,308528,1228,Birchmount Rd,1228 Birchmount Rd,M1P2C3,SCARBOROUGH,Toronto,,113001,110427,1228,,,,7365,,,,,428,,Ebenezer Revival Tabernacle,Christian,,,4167591602,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2846021823878, 43.745964868735605]]}"
437,3497262,1737,Lawrence Ave E,1737 Lawrence Ave E,M1R2X7,SCARBOROUGH,Toronto,,109001,3497164,1737,,,,3828,,,,,429,,Church Of The Precious Blood,Christian,,,4167512661,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3074819968087, 43.7420835894244]]}"
438,496693,10,Carnforth Rd,10 Carnforth Rd,M4A2S4,NORTH YORK,Toronto,,113001,442615,10,,,,5126,,,,,430,12,Canadian Bible Society,Christian,,Evangelical,(416) 757-4171,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3150963400417, 43.7410280676729]]}"
439,345843,10,Howarth Ave,10 Howarth Ave,M1R1H4,SCARBOROUGH,Toronto,Church Of St Jude,109001,110902,10,,,,8139,,,,,431,,Church Of St Jude,Christian,,,4167555872,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.30596905376161, 43.7387185096303]]}"
440,523764,7,Gretna Ave,7 Gretna Ave,M4A2H5,NORTH YORK,Toronto,United Church Of Canada,109001,443027,7,,,,5757,,,,,432,12,Victoria Village United Chur,Christian,,Mainstream,(416) 755-9581,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.31540948458421, 43.734652676012]]}"
441,9694577,1684,Victoria Park Ave,1684 Victoria Park Ave,M1R1R1,NORTH YORK,Toronto,Emmanuel Lutheran Manor,115001,9694573,1684,,,,370,,,,,433,12,Emmanuel Evangelical Church,Christian,,Evangelical,,,,,,,,,,,,,,Don Valley East (16),16,NORTH YORK COMMUNITY COUNCIL,NO,Victoria Village (43),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3065937086935, 43.7328806813866]]}"
442,9694555,1641,Victoria Park Ave,1641 Victoria Park Ave,M1R1P8,SCARBOROUGH,Toronto,,115001,9694553,1641,,,,370,,,,,434,,Africa Inland Mission,Christian,,,4167516077,,,,,,,,,,,,,Scarborough Centre (21),21,SCARBOROUGH COMMUNITY COUNCIL,EA,Wexford/Maryvale (119),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3054340642992, 43.7324612723081]]}"
443,4378190,142,Markham Rd,142 Markham Rd,,SCARBOROUGH,Toronto,Saint Boniface Church,109001,4378194,142,,,,8429,,,,,450,11,St Boniface Church,Catholic,Roman,Mainstream,(416) 261-5983,,,,,,,,,,,,,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Scarborough Village (139),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2179090618767, 43.7399074169131]]}"
444,373106,793,Pharmacy Ave,793 Pharmacy Ave,M1L3K2,SCARBOROUGH,Toronto,,113001,111857,793,,,,8691,,,,,435,12,First Church United Pentecostal,Christian,Pentecostal,Evangelical,(416) 837-6993,,(416) 285-0301,,,Pastor,T.,Rickard,Pastor,,,,,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Clairlea-Birchmount (120),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2944417049781, 43.7208536494001]]}"
445,5227195,700,Kennedy Rd,700 Kennedy Rd,M1K2B5,SCARBOROUGH,Toronto,Anglican Parish Churches In Toronto,109001,14663732,700,,,,8224,,,,,436,7,Church Of The Epiphany,Christian,Pentecostal,Evangelical,(416) 261-7659,,,,,Rev.,William,Cruse,Minister,epiphany@ionsys.com,,,confirmed,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2672366745057, 43.7280077097465]]}"
446,350375,717,Kennedy Rd,717 Kennedy Rd,M1K2C1,SCARBOROUGH,Toronto,St Maria Goretti Church,109001,14663732,717,,,,8224,,,,,437,7,St Maria Goretti Church,Catholic,Roman,Mainstream,,,,,,,,,,,,,,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2661045452521, 43.7293170855137]]}"
447,330708,2567,Eglinton Ave E,2567 Eglinton Ave E,M1K2R7,SCARBOROUGH,Toronto,,107001,111092,2567,,,,125,,,,,438,7,Poshin Tao Teh Temple,Buddhist,Chinese,Mahayana,(416) 269-5502,,,,,,,,,,,,left message,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.25583698261822, 43.7345709908639]]}"
448,20080980,37,St Phillips Rd,37 St Phillips Rd,M9P2N7,ETOBICOKE,Toronto,,100001,908336,37,,,,895,,,,,439,9,St Phillip's Anglican Church,Christian,Anglican,Mainstream,(416) 247-5181,,(416) 244-5548,,,Rev.,Allan,Budzin,Minister,allan.budzin@sympatico.ca,Local,,YES/emailed,Etobicoke North (1),1,ETOBICOKE YORK COMMUNITY COUNCIL,WE,Humber Heights-Westmount (8),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5325689837123, 43.7019254095209]]}"
449,321919,83,Commonwealth Ave,83 Commonwealth Ave,M1K4K4,SCARBOROUGH,Toronto,,109001,111313,83,,,,7634,,,,,440,7,Commonwealth Ave Baptist Chu,Christian,Baptist,Mainstream,(416) 267-8073,,,,,Rev.,Elbern,Latorilla,Minister,cabc@cabchurch.org,,,emailed/left message,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2554004557325, 43.7321199237248]]}"
450,11714625,30,Eppleworth Rd,30 Eppleworth Rd,M1K3G9,SCARBOROUGH,Toronto,,115001,11714626,30,,,,7851,,,,,441,7,Reorganized Church Of Jesus,Christian,,Evangelical,(416) 267-3372,,,,,,,,,,,,left message,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2632906269388, 43.7266998184321]]}"
451,4378193,155,Markham Rd,155 Markham Rd,M1M3A1,SCARBOROUGH,Toronto,Christ Church,109001,4378196,155,,,,8429,,,,,451,11,Christ Church,Christian,,Evangelical,,,,,,,,,,,,,,Scarborough-Guildwood (24),24,SCARBOROUGH COMMUNITY COUNCIL,EA,Scarborough Village (139),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.217802001256, 43.7417642739665]]}"
452,350359,661,Kennedy Rd,661 Kennedy Rd,M1K2B8,SCARBOROUGH,Toronto,The Kennedy Road Church,109001,14668355,661,,,,8224,,,,,442,7,Kennedy Rd Church Of The Naz,Christian,Nazarene,Evangelical,(416) 269-5566,,,,,Pastor,David,Nicholas,Pastor,david.nicholas@utoronto.ca,,,emailed/left message,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2646720846684, 43.7256163655572]]}"
453,6674331,599,Kennedy Rd,599 Kennedy Rd,M1K2B2,SCARBOROUGH,Toronto,,107005,6674329,599,,,,8224,,,,,443,7,Light Of Foursquare Church,Christian,,Evangelical,(416) 265-3708,,,,,,,,,,,,left message,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Kennedy Park (124),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.264381809598, 43.7245414336007]]}"
454,361147,1,McCowan Rd,1 McCowan Rd,M1M3L7,SCARBOROUGH,Toronto,Cliffcrest United Church,109001,14666427,1,,,,8454,,,,,444,,Cliffcrest United Church,Christian,,,4162613083,,,,,,,,,,,,,Scarborough Southwest (20),20,SCARBOROUGH COMMUNITY COUNCIL,EA,Cliffcrest (123),"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2322910208773, 43.7260878145156]]}"
